Mean time,Standard deviation
0.00440958,0.0112391

Raw measurements

Timestamp,Measurement
1089,0.00171975
1090,0.00157982
1091,0.00163927
1092,0.00174227
1093,0.00221492
1094,0.00178071
1095,0.00161195
1096,0.00192034
1097,0.00158312
1098,0.00166089
1099,0.0015603
1100,0.00158162
1101,0.00167711
1102,0.00176029
1103,0.00171284
1104,0.00158072
1105,0.00158432
1106,0.00161465
1107,0.00159483
1108,0.00186869
1109,0.00162456
1110,0.00171404
1111,0.00154588
1112,0.00155339
1113,0.0015639
1114,0.00158912
1115,0.00159273
1116,0.00170534
1117,0.00159783
1118,0.0536633
1119,0.00400014
1120,0.00437189
1121,0.0038557
1122,0.054272
1123,0.00320257
1124,0.00317314
1125,0.00252032
1126,0.00169603
1127,0.00165969
1128,0.00171494
1129,0.0015609
1130,0.00167891
1131,0.00158372
1132,0.00163957
1133,0.00179422
1134,0.00158612
1135,0.0015645
1136,0.00157531
1137,0.00169783
1138,0.00157201
1139,0.00157081
1140,0.00160714
1141,0.00164017
1142,0.00167741
1143,0.00176029
1144,0.00160534
1145,0.00185728
1146,0.00167711
1147,0.00174678
1148,0.00160084
1149,0.00161555
1150,0.00163657
1151,0.00158522
1152,0.00165369
1153,0.00168702
1154,0.00159483
1155,0.00175879
1156,0.00178731
1157,0.0018807
1158,0.00161735
1159,0.00224015
1160,0.00164978
1161,0.00163717
1162,0.0016645
1163,0.00171915
1164,0.00161105
1165,0.00185638
1166,0.00159933
1167,0.00161525
1168,0.00162396
1169,0.00164438
1170,0.00182905
1171,0.00159483
1172,0.00159603
1173,0.00165158
1174,0.0015675
1175,0.00163897
1176,0.00162546
1177,0.00162456
1178,0.00168131
1179,0.00158972
1180,0.00158042
1181,0.00167471
1182,0.00157201
1183,0.00160894
1184,0.00161315
1185,0.0016732
1186,0.00154378
1187,0.00156991
1188,0.00164888
1189,0.00162396
1190,0.00163477
1191,0.00160444
1192,0.00164047
1193,0.0016648
1194,0.00168762
1195,0.00152036
1196,0.00161735
1197,0.00161014
1198,0.00163897
1199,0.00163987
1200,0.00160024
1201,0.00153297
1202,0.00179122
1203,0.00160144
1204,0.00164348
1205,0.00171374
1206,0.00159363
1207,0.00178071
1208,0.00181554
1209,0.00159633
1210,0.00160174
1211,0.00165158
1212,0.00159843
1213,0.00151675
1214,0.00161645
1215,0.0015639
1216,0.00168251
1217,0.0516973
1218,0.00386381
1219,0.00270499
1220,0.00293712
1221,0.00162576
1222,0.00161735
1223,0.0016633
1224,0.0025035
1225,0.00159843
1226,0.00158702
1227,0.00165249
1228,0.00157471
1229,0.00154378
1230,0.00161585
1231,0.00165008
1232,0.00161345
1233,0.00158822
1234,0.00163056
1235,0.00175008
1236,0.00158162
1237,0.00214466
1238,0.00162396
1239,0.00159153
1240,0.0528951
1241,0.00396861
1242,0.0543705
1243,0.00267286
1244,0.00219961
1245,0.00202004
1246,0.00170564
1247,0.00170173
1248,0.00168131
1249,0.00162005
1250,0.00160834
1251,0.00158792
1252,0.00160744
1253,0.00162516
1254,0.00158162
1255,0.00171434
1256,0.00165819
1257,0.00155039
1258,0.0537167
1259,0.0028131
1260,0.00318455
1261,0.00249329
1262,0.00175909
1263,0.00167411
1264,0.00168071
1265,0.00189242
1266,0.00156991
1267,0.00158822
1268,0.00163897
1269,0.00162005
1270,0.0521381
1271,0.00186149
1272,0.00167531
1273,0.00159573
1274,0.00164558
1275,0.00160834
1276,0.00160294
1277,0.00196809
1278,0.00160924
1279,0.0016702
1280,0.00163687
1281,0.00160954
1282,0.00165068
1283,0.00173597
1284,0.00161675
1285,0.00158042
1286,0.00165218
1287,0.00160264
1288,0.00160384
1289,0.00160894
1290,0.0537266
1291,0.00279628
1292,0.00306294
1293,0.00237107
1294,0.00155819
1295,0.00158312
1296,0.00162966
1297,0.00163056
1298,0.00160384
1299,0.0016714
1300,0.00157171
1301,0.00159783
1302,0.00162606
1303,0.00159063
1304,0.00165999
1305,0.00199932
1306,0.00162396
1307,0.00174738
1308,0.00161585
1309,0.00159963
1310,0.00157711
1311,0.00161074
1312,0.00167501
1313,0.00161225
1314,0.00182005
1315,0.00160024
1316,0.00161285
1317,0.00160774
1318,0.053729
1319,0.00462594
1320,0.00430133
1321,0.00349355
1322,0.00178761
1323,0.00161135
1324,0.101977
1325,0.00241642
1326,0.00194917
1327,0.00220622
1328,0.00156961
1329,0.00159603
1330,0.0015588
1331,0.0015642
1332,0.00162966
1333,0.00154318
1334,0.00159723
1335,0.00161795
1336,0.00157651
1337,0.00159303
1338,0.00163327
1339,0.00162426
1340,0.00160654
1341,0.00170714
1342,0.00193205
1343,0.00160714
1344,0.0534972
1345,0.00273052
1346,0.00284133
1347,0.00249089
1348,0.00162366
1349,0.00160324
1350,0.00167441
1351,0.00183356
1352,0.00206868
1353,0.00158822
1354,0.00158282
1355,0.00160774
1356,0.00157171
1357,0.00168311
1358,0.0016654
1359,0.00160564
1360,0.00155099
1361,0.00161105
1362,0.00169873
1363,0.0016642
1364,0.00168402
1365,0.00162005
1366,0.00163116
1367,0.00172876
1368,0.0523666
1369,0.00423436
1370,0.00389624
1371,0.0033347
1372,0.00261461
1373,0.00161465
1374,0.00165879
1375,0.00160594
1376,0.00175699
1377,0.00182695
1378,0.00159363
1379,0.00160504
1380,0.00158642
1381,0.00165399
1382,0.00168882
1383,0.00164828
1384,0.00160024
1385,0.00164408
1386,0.00165309
1387,0.00159693
1388,0.00221853
1389,0.00162216
1390,0.00159033
1391,0.0527756
1392,0.00374789
1393,0.00384279
1394,0.00268458
1395,0.00265605
1396,0.00162426
1397,0.00161855
1398,0.00158852
1399,0.00171404
1400,0.0016648
1401,0.00159933
1402,0.00163627
1403,0.00160324
1404,0.00163177
1405,0.00164348
1406,0.00168882
1407,0.00162246
1408,0.0016729
1409,0.00154678
1410,0.00150384
1411,0.0541687
1412,0.00429532
1413,0.00334491
1414,0.00238789
1415,0.00158372
1416,0.00158102
1417,0.00158882
1418,0.00158342
1419,0.00157771
1420,0.00165038
1421,0.00167771
1422,0.00166029
1423,0.00152186
1424,0.00168852
1425,0.00160684
1426,0.00163567
1427,0.00161255
1428,0.00165369
1429,0.00162546
1430,0.0517823
1431,0.00450342
1432,0.00474005
1433,0.0023999
1434,0.00231702
1435,0.00163807
1436,0.00162095
1437,0.00190803
1438,0.00157952
1439,0.00175428
1440,0.00157171
1441,0.00162336
1442,0.00176419
1443,0.00165909
1444,0.00164558
1445,0.0015678
1446,0.00160714
1447,0.00160804
1448,0.0016681
1449,0.00164858
1450,0.00170113
1451,0.00160564
1452,0.00159093
1453,0.00149664
1454,0.0015645
1455,0.00159333
1456,0.00164978
1457,0.00161285
1458,0.00162306
1459,0.00163657
1460,0.00158342
1461,0.00160354
1462,0.00163747
1463,0.0529474
1464,0.00402296
1465,0.00337253
1466,0.00241071
1467,0.00158462
1468,0.00183356
1469,0.00166089
1470,0.00154378
1471,0.00161645
1472,0.00162816
1473,0.00161615
1474,0.00158282
1475,0.00162816
1476,0.00162546
1477,0.001569
1478,0.00158252
1479,0.00150985
1480,0.00165339
1481,0.00176329
1482,0.00155219
1483,0.0016636
1484,0.00165309
1485,0.00162996
1486,0.00157351
1487,0.00157201
1488,0.0522039
1489,0.00172756
1490,0.00158702
1491,0.00168522
1492,0.103227
1493,0.00477668
1494,0.004589
1495,0.0107125
1496,0.00207829
1497,0.00227018
1498,0.00158582
1499,0.0524891
1500,0.0541449
1501,0.00407521
1502,0.00372958
1503,0.00318125
1504,0.00324912
1505,0.00160894
1506,0.00168852
1507,0.053342
1508,0.00411124
1509,0.00486497
1510,0.00248128
1511,0.00241311
1512,0.00159003
1513,0.00162726
1514,0.00158162
1515,0.00161885
1516,0.00162726
1517,0.00158552
1518,0.00158072
1519,0.00158252
1520,0.00161195
1521,0.0016717
1522,0.00160114
